,Open,High,Low,Close,Adj Close,Volume
2019-05-13 09:30:00-04:00,282.4200134277344,283.489990234375,281.07000732421875,281.7200012207031,281.7200012207031,30577306
2019-05-13 10:30:00-04:00,281.7099914550781,282.5400085449219,280.9599914550781,281.2300109863281,281.2300109863281,12211553
2019-05-13 11:30:00-04:00,281.22869873046875,281.55999755859375,280.4800109863281,280.7200012207031,280.7200012207031,10115490
2019-05-13 12:30:00-04:00,280.7099914550781,281.1600036621094,279.92999267578125,280.0249938964844,280.0249938964844,10870050
2019-05-13 13:30:00-04:00,280.0199890136719,281.9700012207031,279.9800109863281,281.54998779296875,281.54998779296875,16279994
2019-05-13 14:30:00-04:00,281.55999755859375,282.239990234375,280.70001220703125,280.82000732421875,280.82000732421875,13127449
2019-05-13 15:30:00-04:00,280.80999755859375,281.2799987792969,280.20001220703125,280.9599914550781,280.9599914550781,18944098
2019-05-14 09:30:00-04:00,281.989990234375,283.5899963378906,281.8500061035156,283.44000244140625,283.44000244140625,17045495
2019-05-14 10:30:00-04:00,283.44000244140625,284.2900085449219,283.07000732421875,284.0199890136719,284.0199890136719,10508341
2019-05-14 11:30:00-04:00,284.0150146484375,284.7699890136719,283.9800109863281,284.1600036621094,284.1600036621094,8527313
2019-05-14 12:30:00-04:00,284.1600036621094,284.989990234375,284.0299987792969,284.8500061035156,284.8500061035156,5346739
2019-05-14 13:30:00-04:00,284.8500061035156,285.1000061035156,284.34478759765625,284.88519287109375,284.88519287109375,5892056
2019-05-14 14:30:00-04:00,284.8800048828125,284.9599914550781,284.0299987792969,284.3900146484375,284.3900146484375,9171519
2019-05-14 15:30:00-04:00,284.3800048828125,284.3800048828125,283.3999938964844,283.4599914550781,283.4599914550781,10319914
2019-05-15 09:30:00-04:00,281.5899963378906,284.0799865722656,281.3599853515625,283.95001220703125,283.95001220703125,19985856
2019-05-15 10:30:00-04:00,283.9599914550781,284.9700012207031,283.75,284.94500732421875,284.94500732421875,8876057
2019-05-15 11:30:00-04:00,284.94000244140625,285.518310546875,284.70001220703125,284.9700012207031,284.9700012207031,7373694
2019-05-15 12:30:00-04:00,284.9700012207031,285.29998779296875,284.70001220703125,284.8782958984375,284.8782958984375,4753672
2019-05-15 13:30:00-04:00,284.8800048828125,285.67999267578125,284.8800048828125,285.5465087890625,285.5465087890625,4746606
2019-05-15 14:30:00-04:00,285.5400085449219,285.760009765625,285.1499938964844,285.6600036621094,285.6600036621094,6896253
2019-05-15 15:30:00-04:00,285.6600036621094,285.7699890136719,284.9800109863281,285.0299987792969,285.0299987792969,10793704
2019-05-16 09:30:00-04:00,285.8399963378906,288.3699951171875,285.760009765625,288.3500061035156,288.3500061035156,15271044
2019-05-16 10:30:00-04:00,288.3500061035156,288.8299865722656,288.1199951171875,288.5799865722656,288.5799865722656,8582341
2019-05-16 11:30:00-04:00,288.5799865722656,289.2099914550781,288.5,288.8500061035156,288.8500061035156,7468067
2019-05-16 12:30:00-04:00,288.8500061035156,288.989990234375,288.260009765625,288.6099853515625,288.6099853515625,6515771
2019-05-16 13:30:00-04:00,288.6000061035156,288.6199951171875,287.8800048828125,288.5899963378906,288.5899963378906,5677598
2019-05-16 14:30:00-04:00,288.5924987792969,288.6997985839844,287.6099853515625,287.9649963378906,287.9649963378906,7994127
2019-05-16 15:30:00-04:00,287.9599914550781,287.9700012207031,287.1000061035156,287.6199951171875,287.6199951171875,11126691
2019-05-17 09:30:00-04:00,285.1400146484375,287.1650085449219,285.1300048828125,286.92999267578125,286.92999267578125,21202531
2019-05-17 10:30:00-04:00,286.9200134277344,288.6000061035156,286.57000732421875,288.0950012207031,288.0950012207031,14249799
2019-05-17 11:30:00-04:00,288.1000061035156,288.1499938964844,286.75,287.0299987792969,287.0299987792969,8450694
2019-05-17 12:30:00-04:00,287.0299987792969,287.885009765625,286.79998779296875,287.42999267578125,287.42999267578125,5017269
2019-05-17 13:30:00-04:00,287.43499755859375,287.80999755859375,287.2099914550781,287.3500061035156,287.3500061035156,5293105
2019-05-17 14:30:00-04:00,287.3550109863281,287.54998779296875,285.8299865722656,286.4800109863281,286.4800109863281,16393686
2019-05-17 15:30:00-04:00,286.4800109863281,286.4801025390625,285.5712890625,286.010009765625,286.010009765625,14359606
2019-05-20 09:30:00-04:00,284.05999755859375,285.17999267578125,283.19000244140625,284.9800109863281,284.9800109863281,16736761
2019-05-20 10:30:00-04:00,284.9599914550781,285.42999267578125,284.32000732421875,284.7099914550781,284.7099914550781,7474646
2019-05-20 11:30:00-04:00,284.7049865722656,285.2349853515625,284.25,284.75,284.75,5592838
2019-05-20 12:30:00-04:00,284.75,284.989990234375,284.0899963378906,284.4700012207031,284.4700012207031,4440494
2019-05-20 13:30:00-04:00,284.4700012207031,284.7200012207031,284.0899963378906,284.1400146484375,284.1400146484375,3501588
2019-05-20 14:30:00-04:00,284.1300048828125,284.2300109863281,283.1199951171875,283.80999755859375,283.80999755859375,8437364
2019-05-20 15:30:00-04:00,283.80499267578125,284.239990234375,283.6700134277344,283.9599914550781,283.9599914550781,9104345
2019-05-21 09:30:00-04:00,285.8299865722656,286.1099853515625,285.54998779296875,285.8699951171875,285.8699951171875,10023271
2019-05-21 10:30:00-04:00,285.8800048828125,286.9200134277344,285.7799987792969,286.5,286.5,7224391
2019-05-21 11:30:00-04:00,286.5,286.5400085449219,285.8800048828125,286.3699951171875,286.3699951171875,4783131
2019-05-21 12:30:00-04:00,286.3800048828125,286.6300048828125,286.1400146484375,286.489990234375,286.489990234375,2547808
2019-05-21 13:30:00-04:00,286.489990234375,286.8800048828125,286.42999267578125,286.8500061035156,286.8500061035156,2834937
2019-05-21 14:30:00-04:00,286.8450012207031,286.8999938964844,286.3800048828125,286.6499938964844,286.6499938964844,5616657
2019-05-21 15:30:00-04:00,286.6499938964844,286.8599853515625,286.29998779296875,286.5,286.5,8219000
2019-05-22 09:30:00-04:00,285.45001220703125,286.6700134277344,285.29998779296875,286.07000732421875,286.07000732421875,14044980
2019-05-22 10:30:00-04:00,286.0799865722656,286.17999267578125,285.260009765625,286.1000061035156,286.1000061035156,7908123
2019-05-22 11:30:00-04:00,286.0950012207031,286.2900085449219,285.5799865722656,285.6700134277344,285.6700134277344,4513693
2019-05-22 12:30:00-04:00,285.6600036621094,285.7300109863281,285.1000061035156,285.44000244140625,285.44000244140625,5180570
2019-05-22 13:30:00-04:00,285.44000244140625,285.989990234375,285.2959899902344,285.864990234375,285.864990234375,3829307
2019-05-22 14:30:00-04:00,285.8800048828125,286.3500061035156,285.8800048828125,286.04998779296875,286.04998779296875,4495972
2019-05-22 15:30:00-04:00,286.0400085449219,286.0799865722656,285.6199951171875,285.6199951171875,285.6199951171875,5662748
2019-05-23 09:30:00-04:00,283.1600036621094,283.2099914550781,281.5299987792969,282.2200012207031,282.2200012207031,19014898
2019-05-23 10:30:00-04:00,282.2200012207031,282.8800048828125,281.8399963378906,282.1400146484375,282.1400146484375,8749482
2019-05-23 11:30:00-04:00,282.1499938964844,282.3299865722656,281.1449890136719,281.44000244140625,281.44000244140625,9378372
2019-05-23 12:30:00-04:00,281.44000244140625,281.5849914550781,280.7300109863281,281.2699890136719,281.2699890136719,9055622
2019-05-23 13:30:00-04:00,281.2699890136719,281.5400085449219,280.7900085449219,280.8800048828125,280.8800048828125,8064439
2019-05-23 14:30:00-04:00,280.8800048828125,282.3500061035156,280.57000732421875,282.05999755859375,282.05999755859375,14311115
2019-05-23 15:30:00-04:00,282.07000732421875,282.3900146484375,281.29998779296875,282.260009765625,282.260009765625,15568320
2019-05-24 09:30:00-04:00,283.739990234375,284.20001220703125,283.0799865722656,283.0799865722656,283.0799865722656,11983881
2019-05-24 10:30:00-04:00,283.0810852050781,283.30999755859375,282.0899963378906,282.4013977050781,282.4013977050781,10172100
2019-05-24 11:30:00-04:00,282.4200134277344,283.0299987792969,282.3949890136719,282.989990234375,282.989990234375,4808164
2019-05-24 12:30:00-04:00,283.0,283.489990234375,282.98809814453125,283.0199890136719,283.0199890136719,3299105
2019-05-24 13:30:00-04:00,283.0299987792969,283.4200134277344,282.67999267578125,282.8699951171875,282.8699951171875,4508660
2019-05-24 14:30:00-04:00,282.8699951171875,283.1700134277344,282.8299865722656,283.1300048828125,283.1300048828125,4545583
2019-05-24 15:30:00-04:00,283.1300048828125,283.1300048828125,282.6000061035156,282.6000061035156,282.6000061035156,5441836
2019-05-28 09:30:00-04:00,283.0899963378906,284.1499938964844,283.0299987792969,283.30999755859375,283.30999755859375,10192102
2019-05-28 10:30:00-04:00,283.30999755859375,283.3999938964844,282.55999755859375,282.70001220703125,282.70001220703125,6385432
2019-05-28 11:30:00-04:00,282.7099914550781,283.3800048828125,282.4800109863281,283.2699890136719,283.2699890136719,6983629
2019-05-28 12:30:00-04:00,283.2650146484375,283.3800048828125,282.6300048828125,282.6400146484375,282.6400146484375,4936836
2019-05-28 13:30:00-04:00,282.6300048828125,282.8800048828125,282.0299987792969,282.0299987792969,282.0299987792969,5097812
2019-05-28 14:30:00-04:00,282.0199890136719,282.19000244140625,281.1499938964844,281.2099914550781,281.2099914550781,8818333
2019-05-28 15:30:00-04:00,281.2200012207031,281.3299865722656,280.19000244140625,280.20001220703125,280.20001220703125,18253494
2019-05-29 09:30:00-04:00,278.9100036621094,279.260009765625,277.9775085449219,279.2489929199219,279.2489929199219,20480649
2019-05-29 10:30:00-04:00,279.2449951171875,279.3599853515625,277.6600036621094,277.7900085449219,277.7900085449219,13262791
2019-05-29 11:30:00-04:00,277.7749938964844,277.9599914550781,276.7099914550781,277.760009765625,277.760009765625,15919227
2019-05-29 12:30:00-04:00,277.7550048828125,278.5799865722656,277.239990234375,278.260009765625,278.260009765625,10522296
2019-05-29 13:30:00-04:00,278.25299072265625,278.6400146484375,277.9100036621094,278.21990966796875,278.21990966796875,6881342
2019-05-29 14:30:00-04:00,278.2049865722656,278.2049865722656,276.9599914550781,277.80999755859375,277.80999755859375,10549347
2019-05-29 15:30:00-04:00,277.79998779296875,278.8399963378906,277.6300048828125,278.5899963378906,278.5899963378906,14513561
2019-05-30 09:30:00-04:00,279.1099853515625,279.9100036621094,278.95001220703125,279.70001220703125,279.70001220703125,11787148
2019-05-30 10:30:00-04:00,279.7090148925781,280.0400085449219,278.5899963378906,278.93499755859375,278.93499755859375,8053680
2019-05-30 11:30:00-04:00,278.94000244140625,279.04998779296875,278.3800048828125,278.739990234375,278.739990234375,6743687
2019-05-30 12:30:00-04:00,278.739990234375,279.510009765625,278.6099853515625,278.9100036621094,278.9100036621094,4437904
2019-05-30 13:30:00-04:00,278.9200134277344,278.95001220703125,278.2799987792969,278.30999755859375,278.30999755859375,5225629
2019-05-30 14:30:00-04:00,278.32000732421875,278.8599853515625,277.80499267578125,278.70001220703125,278.70001220703125,11679094
2019-05-30 15:30:00-04:00,278.70001220703125,279.29998779296875,278.42999267578125,279.04998779296875,279.04998779296875,7475596
2019-05-31 09:30:00-04:00,276.20001220703125,276.3599853515625,275.2900085449219,275.989990234375,275.989990234375,18592137
2019-05-31 10:30:00-04:00,276.0,277.1199951171875,275.8500061035156,277.0799865722656,277.0799865722656,8566406
2019-05-31 11:30:00-04:00,277.07000732421875,277.1099853515625,276.1340026855469,276.2099914550781,276.2099914550781,5556643
2019-05-31 12:30:00-04:00,276.20001220703125,276.489990234375,275.82000732421875,276.489990234375,276.489990234375,4887380
2019-05-31 13:30:00-04:00,276.4750061035156,276.6600036621094,275.6199951171875,275.69000244140625,275.69000244140625,7217568
2019-05-31 14:30:00-04:00,275.67999267578125,276.2900085449219,275.3500061035156,275.6700134277344,275.6700134277344,12347293
2019-05-31 15:30:00-04:00,275.6499938964844,275.8175964355469,275.239990234375,275.3699951171875,275.3699951171875,14634478
2019-06-03 09:30:00-04:00,275.30999755859375,276.1700134277344,274.0,276.07000732421875,276.07000732421875,18942145
2019-06-03 10:30:00-04:00,276.0799865722656,276.5520935058594,275.54998779296875,275.8500061035156,275.8500061035156,9651404
2019-06-03 11:30:00-04:00,275.8550109863281,276.0299987792969,273.8299865722656,273.9200134277344,273.9200134277344,10095310
2019-06-03 12:30:00-04:00,273.92498779296875,275.8599853515625,273.67999267578125,274.8699951171875,274.8699951171875,13554915
2019-06-03 13:30:00-04:00,274.8500061035156,275.5,273.69000244140625,274.9200134277344,274.9200134277344,9649800
2019-06-03 14:30:00-04:00,274.94000244140625,275.2099914550781,273.19000244140625,273.5899963378906,273.5899963378906,13380317
2019-06-03 15:30:00-04:00,273.6099853515625,274.8599853515625,273.0899963378906,274.42999267578125,274.42999267578125,12275780
2019-06-04 09:30:00-04:00,277.1199951171875,278.25,276.6199951171875,278.0400085449219,278.0400085449219,0
2019-06-04 10:30:00-04:00,278.04998779296875,279.0899963378906,277.45001220703125,278.95001220703125,278.95001220703125,9900916
2019-06-04 11:30:00-04:00,278.9599914550781,279.3500061035156,278.70001220703125,278.92999267578125,278.92999267578125,7018946
2019-06-04 12:30:00-04:00,278.94000244140625,279.7261962890625,278.6700134277344,279.5199890136719,279.5199890136719,6034121
2019-06-04 13:30:00-04:00,279.5299987792969,279.8399963378906,279.2699890136719,279.5199890136719,279.5199890136719,6933777
2019-06-04 14:30:00-04:00,279.5201110839844,279.95001220703125,279.30999755859375,279.95001220703125,279.95001220703125,7443257
2019-06-04 15:30:00-04:00,279.94000244140625,280.67999267578125,279.6700134277344,280.5199890136719,280.5199890136719,13525846
2019-06-05 09:30:00-04:00,282.3299865722656,282.3900146484375,281.07000732421875,281.1300048828125,281.1300048828125,12912274
